seed,config,model,dataset,split,tokens_trained,loss,ppl,bits_per_byte
44,medium,native,wikitext2,validation,1638400,1.8012155294418335,6.057005460042854,2.598604711897922
44,medium,native,wikitext2,validation,1843200,1.7613059282302856,5.820032979047424,2.5410273281461655
44,medium,native,wikitext2,validation,2048000,1.7116596698760986,5.538145347422468,2.4694029174198877
44,medium,param_matched,wikitext2,validation,204800,2.6455655097961426,14.091411661659146,3.8167442413297774
44,medium,param_matched,wikitext2,validation,409600,2.3576712608337402,10.566316584202754,3.401400636051267
44,medium,param_matched,wikitext2,validation,614400,2.2024712562561035,9.047344201585048,3.177494359101166
44,medium,param_matched,wikitext2,validation,819200,2.074878454208374,7.963578460759717,2.9934168563337793
44,medium,param_matched,wikitext2,validation,1024000,1.9897263050079346,7.313531811329013,2.8705682729612683
44,medium,param_matched,wikitext2,validation,1228800,1.9099639654159546,6.75284545816977,2.7554955411822175
44,medium,param_matched,wikitext2,validation,1433600,1.853258728981018,6.380578255966902,2.6736871777850983
44,medium,param_matched,wikitext2,validation,1638400,1.8012155294418335,6.057005460042854,2.598604711897922
44,medium,param_matched,wikitext2,validation,1843200,1.7613059282302856,5.820032979047424,2.5410273281461655
44,medium,param_matched,wikitext2,validation,2048000,1.7116596698760986,5.538145347422468,2.4694029174198877
44,medium,deepseekv4,wikitext2,validation,204800,2.6098127365112305,13.596504484552709,3.7651638926136073
44,medium,deepseekv4,wikitext2,validation,409600,2.3351151943206787,10.330649893026285,3.3688591107509116
44,medium,deepseekv4,wikitext2,validation,614400,2.156125545501709,8.637606729132807,3.110631632029327
44,medium,deepseekv4,wikitext2,validation,819200,2.0186784267425537,7.528369065177466,2.912337355411017
44,medium,deepseekv4,wikitext2,validation,1024000,1.9224278926849365,6.837539144367672,2.7734771872431785
44,medium,deepseekv4,wikitext2,validation,1228800,1.8349674940109253,6.264930494363589,2.6472985038020105
44,medium,deepseekv4,wikitext2,validation,1433600,1.7791341543197632,5.924724300158596,2.5667480215133023
44,medium,deepseekv4,wikitext2,validation,1638400,1.7258403301239014,5.617239382394736,2.489861285635924
44,medium,deepseekv4,wikitext2,validation,1843200,1.684657335281372,5.390603446220294,2.4304467832076515
44,medium,deepseekv4,wikitext2,validation,2048000,1.6459661722183228,5.186018073769689,2.374627234130364
