seed,config,model,dataset,split,tokens_trained,loss,ppl,bits_per_byte
44,small,deepseekv4,wikitext2,validation,30720,3.4183216094970703,30.51815063805983,4.931595634185003
44,small,deepseekv4,wikitext2,validation,35840,3.2807016372680664,26.594425795516152,4.733051982722943
44,small,deepseekv4,wikitext2,validation,40960,3.1770131587982178,23.97503687426682,4.58346112903717
44,small,deepseekv4,wikitext2,validation,46080,3.0930335521698,22.04384781202973,4.462304167018545
44,small,deepseekv4,wikitext2,validation,51200,3.024745225906372,20.588758560631568,4.36378493736769
44,small,deepseekv4_no_hash,wikitext2,validation,5120,5.3060784339904785,201.55825251826923,7.655053043285941
44,small,deepseekv4_no_hash,wikitext2,validation,10240,4.849776744842529,127.71187432841504,6.9967488592029365
44,small,deepseekv4_no_hash,wikitext2,validation,15360,4.334915637969971,76.31852023288677,6.253961293571294
44,small,deepseekv4_no_hash,wikitext2,validation,20480,3.9164071083068848,50.21968635585875,5.650181113256628
44,small,deepseekv4_no_hash,wikitext2,validation,25600,3.622833490371704,37.4435134881091,5.226643910525712
44,small,deepseekv4_no_hash,wikitext2,validation,30720,3.425861120223999,30.749112136440928,4.942472848921472
44,small,deepseekv4_no_hash,wikitext2,validation,35840,3.2860682010650635,26.737530123996194,4.740794297699484
44,small,deepseekv4_no_hash,wikitext2,validation,40960,3.1767737865448,23.96929860248337,4.583115787874237
44,small,deepseekv4_no_hash,wikitext2,validation,46080,3.0880417823791504,21.93408418375577,4.455102565496316
44,small,deepseekv4_no_hash,wikitext2,validation,51200,3.014709234237671,20.383163352790234,4.349306061956852
44,small,deepseekv4_no_shared,wikitext2,validation,5120,5.338501930236816,208.20057755924944,7.701830260528814
44,small,deepseekv4_no_shared,wikitext2,validation,10240,4.935463905334473,139.13767427193284,7.12036930071252
44,small,deepseekv4_no_shared,wikitext2,validation,15360,4.4054856300354,81.89890575585527,6.355772271159663
44,small,deepseekv4_no_shared,wikitext2,validation,20480,3.9541056156158447,52.14903180090439,5.704568562800181
44,small,deepseekv4_no_shared,wikitext2,validation,25600,3.6418209075927734,38.161261629099414,5.254036963189838
44,small,deepseekv4_no_shared,wikitext2,validation,30720,3.434769630432129,31.024264695782367,4.95532511242045
44,small,deepseekv4_no_shared,wikitext2,validation,35840,3.2990269660949707,27.086270234626518,4.759489843744177
44,small,deepseekv4_no_shared,wikitext2,validation,40960,3.1923234462738037,24.34492590949259,4.605549204852782
44,small,deepseekv4_no_shared,wikitext2,validation,46080,3.109194040298462,22.40298122256757,4.485618823100111
44,small,deepseekv4_no_shared,wikitext2,validation,51200,3.0406343936920166,20.91850959713444,4.386708160935893
